job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal,experience_years,salary_annual_inr
DevOps Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.9-15.0 LPA,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible","Join our dynamic IT team as a DevOps Engineer. Responsibilities include designing, developing, and maintaining solutions using Docker, Kubernetes, Jenkins. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Part-time,2026-01-07,Naukri,3.0,1295000.0
Junior Data Scientist,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹6,456/month","Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","Join our dynamic IT team as a Junior Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, scikit-learn, Statistical Analysis. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Internship,2026-02-18,Indeed,0.0,77472.0
AWS Solutions Architect,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,776/month","Azure, Azure DevOps, ARM Templates, Azure Functions","Seeking a motivated AWS Solutions Architect to strengthen our Vadodara team. Experience with Azure, Azure DevOps, ARM Templates is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cloud Computing,Internship,2026-01-21,Glassdoor,0.0,69312.0
Flutter Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,468/month","Flutter, Dart, Firebase, REST API, Android, iOS","We are looking for a passionate Flutter Developer to join our growing team in Vadodara. You will work with Flutter, Dart, Firebase and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Internship,2026-01-02,LinkedIn,0.0,65616.0
GCP Engineer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.8-6.6 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","Join our dynamic IT team as a GCP Engineer. Responsibilities include designing, developing, and maintaining solutions using Azure, Azure DevOps, ARM Templates. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-03-07,Naukri,1.0,619999.9999999999
Data Analyst,Siemens IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹18,535/month","Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Data Analyst to strengthen our Vadodara team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Internship,2026-01-31,Indeed,0.0,222420.0
CI/CD Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.6-4.9 LPA,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible","Exciting opportunity for an experienced CI/CD Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Docker, Kubernetes, Jenkins, excellent communication skills, and a track record of delivering projects on time.",DevOps,Full-time,2026-01-27,Glassdoor,0.0,375000.0
Senior Data Scientist,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,23.4-33.6 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","Exciting opportunity for an experienced Senior Data Scientist at our Vadodara office. The ideal candidate will have hands-on experience with Python, Data Science, Machine Learning, excellent communication skills, and a track record of delivering projects on time.",Data Science,Full-time,2026-01-01,LinkedIn,0.0,2850000.0
SDET,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,206/month","Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","Join our dynamic IT team as a SDET. Responsibilities include designing, developing, and maintaining solutions using Manual Testing, JIRA, Test Cases. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Internship,2026-02-02,Indeed,0.0,146472.0
SAP Consultant,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,Not Disclosed,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced SAP Consultant at our Vadodara office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Contract,2026-02-22,Indeed,5.0,
System Administrator,Siemens IT,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Technical Support, Windows Server, Active Directory, Help Desk","Join our dynamic IT team as a System Administrator. Responsibilities include designing, developing, and maintaining solutions using Technical Support, Windows Server, Active Directory. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Full-time,2026-01-06,LinkedIn,1.0,
Firmware Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","We are hiring a talented Firmware Engineer for our Vadodara development centre. You will leverage your expertise in Arduino, Raspberry Pi, IoT to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Embedded Systems / IoT,Full-time,2026-01-23,Naukri,2.0,
Network Architect,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.8-13.3 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Join our dynamic IT team as a Network Architect. Responsibilities include designing, developing, and maintaining solutions using Network Administration, Firewalls, VPN. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Contract,2026-02-28,Indeed,3.0,1205000.0
Backend Developer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.6-3.8 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Seeking a motivated Backend Developer to strengthen our Vadodara team. Experience with Next.js, React, Node.js is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-03-12,Indeed,0.0,370000.0
Oracle ERP Consultant,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,10+ years,41.2-55.0 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","Exciting opportunity for an experienced Oracle ERP Consultant at our Vadodara office. The ideal candidate will have hands-on experience with Salesforce, Apex, Lightning, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2026-01-15,LinkedIn,10.0,4810000.0
Oracle DBA,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,40.3-66.6 LPA,"MySQL, PostgreSQL, Oracle DBA, Performance Tuning, SQL","Seeking a motivated Oracle DBA to strengthen our Vadodara team. Experience with MySQL, PostgreSQL, Oracle DBA is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Full-time,2026-02-26,Naukri,10.0,5345000.0
Salesforce Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.1-12.8 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","Seeking a motivated Salesforce Developer to strengthen our Vadodara team. Experience with SAP ABAP, SAP FICO, SAP SD is mandatory. Participate in sprint planning, code reviews, and technical documentation.",ERP / Enterprise Systems,Contract,2026-01-29,Glassdoor,3.0,1044999.9999999999
Embedded Software Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,694/month","FPGA, VHDL, Verilog, Xilinx, Embedded Linux","We are looking for a passionate Embedded Software Engineer to join our growing team in Vadodara. You will work with FPGA, VHDL, Verilog and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Internship,2026-01-18,LinkedIn,0.0,152328.0
SAP ABAP Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.8-7.7 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","Join our dynamic IT team as a SAP ABAP Developer. Responsibilities include designing, developing, and maintaining solutions using Salesforce, Apex, Lightning. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Part-time,2026-02-10,Glassdoor,1.0,625000.0
SQL Server DBA,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.4-6.4 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","We are hiring a talented SQL Server DBA for our Vadodara development centre. You will leverage your expertise in SQL Server, SSRS, SSIS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Database Administration,Full-time,2026-02-03,Naukri,1.0,590000.0
Network Architect,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,28.8-34.3 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","We are hiring a talented Network Architect for our Vadodara development centre. You will leverage your expertise in Network Administration, Firewalls, VPN to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Network Engineering,Contract,2026-02-25,LinkedIn,0.0,3154999.9999999995
Site Reliability Engineer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,4-6 years,Not Disclosed,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are hiring a talented Site Reliability Engineer for our Vadodara development centre. You will leverage your expertise in GitLab CI, Docker, AWS EKS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Part-time,2026-01-07,Glassdoor,4.0,
Data Analyst,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.1-7.0 LPA,"Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated Data Analyst to strengthen our Vadodara team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Contract,2026-01-14,Naukri,1.0,605000.0
iOS Developer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.6-6.6 LPA,"React Native, JavaScript, Redux, Firebase, Expo","Seeking a motivated iOS Developer to strengthen our Vadodara team. Experience with React Native, JavaScript, Redux is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Part-time,2026-02-02,Glassdoor,1.0,560000.0
SOC Analyst,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,5-8 years,Not Disclosed,"Ethical Hacking, CEH, OSCP, Kali Linux, Penetration Testing","We are looking for a passionate SOC Analyst to join our growing team in Vadodara. You will work with Ethical Hacking, CEH, OSCP and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Contract,2026-01-26,LinkedIn,5.0,
React Native Developer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,5-8 years,21.7-28.5 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","Join our dynamic IT team as a React Native Developer. Responsibilities include designing, developing, and maintaining solutions using Flutter, Dart, Firebase. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Full-time,2026-02-25,Indeed,5.0,2510000.0
Cybersecurity Analyst,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,3-5 years,9.1-15.7 LPA,"Network Security, VAPT, Burp Suite, Nmap, Metasploit","We are looking for a passionate Cybersecurity Analyst to join our growing team in Vadodara. You will work with Network Security, VAPT, Burp Suite and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Contract,2026-03-21,Glassdoor,3.0,1239999.9999999998
AWS Solutions Architect,Siemens IT,"Vadodara, Gujarat, India",Vadodara,10+ years,37.6-67.6 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","Join our dynamic IT team as a AWS Solutions Architect. Responsibilities include designing, developing, and maintaining solutions using AWS, EC2, S3. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-01-08,Naukri,10.0,5259999.999999999
Junior Software Developer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,5-8 years,22.7-23.1 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","We are hiring a talented Junior Software Developer for our Vadodara development centre. You will leverage your expertise in Java, Spring Boot, Microservices to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Part-time,2026-02-11,Naukri,5.0,2290000.0
Software Developer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.6-6.2 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","Exciting opportunity for an experienced Software Developer at our Vadodara office. The ideal candidate will have hands-on experience with Java, Spring Boot, Microservices, excellent communication skills, and a track record of delivering projects on time.",Software Development,Contract,2026-01-14,Naukri,1.0,590000.0
Backend Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.7-10.3 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","We are looking for a passionate Backend Engineer to join our growing team in Vadodara. You will work with Go, Microservices, Docker and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Full-time,2025-12-25,Indeed,2.0,850000.0
IT Support Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,4-6 years,13.5-20.6 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Exciting opportunity for an experienced IT Support Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Technical Support, Windows Server, Active Directory, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Full-time,2026-03-15,Indeed,4.0,1705000.0
Mobile App Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,7-10 years,22.9-41.4 LPA,"iOS, Swift, SwiftUI, Xcode, Core Data","We are hiring a talented Mobile App Developer for our Vadodara development centre. You will leverage your expertise in iOS, Swift, SwiftUI to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Full-time,2026-01-06,Glassdoor,0.0,3215000.0
React Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.5-14.2 LPA,"Angular, TypeScript, Spring Boot, Java, MySQL","We are looking for a passionate React Developer to join our growing team in Vadodara. You will work with Angular, TypeScript, Spring Boot and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Part-time,2026-01-27,Naukri,3.0,1235000.0
IoT Developer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,3-5 years,11.4-15.3 LPA,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","Join our dynamic IT team as a IoT Developer. Responsibilities include designing, developing, and maintaining solutions using Arduino, Raspberry Pi, IoT. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Part-time,2026-01-20,Naukri,3.0,1335000.0000000002
System Administrator,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹8,691/month","L2 Support, ITIL, ServiceNow, Incident Management, Linux","Join our dynamic IT team as a System Administrator. Responsibilities include designing, developing, and maintaining solutions using L2 Support, ITIL, ServiceNow. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Internship,2025-12-27,Naukri,0.0,104292.0
Business Analyst,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹11,854/month","Power BI, DAX, SQL Server, Excel, Power Query","Exciting opportunity for an experienced Business Analyst at our Vadodara office. The ideal candidate will have hands-on experience with Power BI, DAX, SQL Server, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Internship,2026-03-03,Glassdoor,0.0,142248.0
Embedded Linux Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.7-7.7 LPA,"Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","Exciting opportunity for an experienced Embedded Linux Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Embedded C, ARM Cortex, RTOS, excellent communication skills, and a track record of delivering projects on time.",Embedded Systems / IoT,Full-time,2026-02-13,Glassdoor,1.0,620000.0
Angular Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.1-6.3 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","Seeking a motivated Angular Developer to strengthen our Vadodara team. Experience with React, Node.js, JavaScript is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-03-22,Naukri,1.0,569999.9999999999
Technical Support Analyst,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.3-12.2 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented Technical Support Analyst for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Contract,2026-02-18,Naukri,3.0,1125000.0
NoSQL Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.2-4.8 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Seeking a motivated NoSQL Engineer to strengthen our Vadodara team. Experience with SQL Server, SSRS, SSIS is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Full-time,2026-01-17,LinkedIn,0.0,400000.0
CCNA Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,21.8-28.4 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Exciting opportunity for an experienced CCNA Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Network Administration, Firewalls, VPN, excellent communication skills, and a track record of delivering projects on time.",Network Engineering,Part-time,2026-01-24,Naukri,5.0,2510000.0
Software Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,4-6 years,16.0-21.8 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","We are hiring a talented Software Developer for our Vadodara development centre. You will leverage your expertise in Java, Spring Boot, Microservices to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Full-time,2026-03-10,LinkedIn,4.0,1889999.9999999998
Azure Cloud Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.2-4.7 LPA,"GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","Exciting opportunity for an experienced Azure Cloud Engineer at our Vadodara office. The ideal candidate will have hands-on experience with GCP, BigQuery, GKE, excellent communication skills, and a track record of delivering projects on time.",Cloud Computing,Full-time,2026-01-18,LinkedIn,0.0,395000.0
Network Architect,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,5-8 years,17.5-25.0 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Exciting opportunity for an experienced Network Architect at our Vadodara office. The ideal candidate will have hands-on experience with Network Administration, Firewalls, VPN, excellent communication skills, and a track record of delivering projects on time.",Network Engineering,Part-time,2026-03-22,LinkedIn,5.0,2125000.0
Cybersecurity Analyst,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.7-4.2 LPA,"Network Security, VAPT, Burp Suite, Nmap, Metasploit","We are looking for a passionate Cybersecurity Analyst to join our growing team in Vadodara. You will work with Network Security, VAPT, Burp Suite and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Contract,2026-01-01,Naukri,0.0,395000.0
Embedded Software Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,10+ years,38.8-57.2 LPA,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Seeking a motivated Embedded Software Engineer to strengthen our Vadodara team. Experience with FPGA, VHDL, Verilog is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Embedded Systems / IoT,Full-time,2026-02-21,Indeed,10.0,4800000.0
Tableau Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","We are hiring a talented Tableau Developer for our Vadodara development centre. You will leverage your expertise in Tableau, SQL, Python to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Contract,2026-01-19,Indeed,0.0,
Security Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.7-3.9 LPA,"Network Security, VAPT, Burp Suite, Nmap, Metasploit","Exciting opportunity for an experienced Security Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Network Security, VAPT, Burp Suite, excellent communication skills, and a track record of delivering projects on time.",Cybersecurity,Part-time,2026-01-03,Indeed,0.0,330000.0
Firmware Engineer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","We are hiring a talented Firmware Engineer for our Vadodara development centre. You will leverage your expertise in Arduino, Raspberry Pi, IoT to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Embedded Systems / IoT,Part-time,2026-01-31,Naukri,0.0,
Database Administrator,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.1-13.4 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Seeking a motivated Database Administrator to strengthen our Vadodara team. Experience with SQL Server, SSRS, SSIS is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Contract,2026-02-11,Glassdoor,3.0,1075000.0
Software Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Go, Microservices, Docker, PostgreSQL, gRPC","Exciting opportunity for an experienced Software Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Go, Microservices, Docker, excellent communication skills, and a track record of delivering projects on time.",Software Development,Full-time,2026-01-17,Naukri,2.0,
Network Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.4-9.8 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","We are looking for a passionate Network Engineer to join our growing team in Vadodara. You will work with Network Administration, Firewalls, VPN and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Full-time,2025-12-23,LinkedIn,2.0,910000.0000000001
GCP Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.9-6.0 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","We are looking for a passionate GCP Engineer to join our growing team in Vadodara. You will work with AWS, EC2, S3 and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cloud Computing,Contract,2026-02-20,LinkedIn,1.0,545000.0
Full Stack Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,4-6 years,13.8-17.5 LPA,"Angular, TypeScript, Spring Boot, Java, MySQL","Exciting opportunity for an experienced Full Stack Developer at our Vadodara office. The ideal candidate will have hands-on experience with Angular, TypeScript, Spring Boot, excellent communication skills, and a track record of delivering projects on time.",Web Development,Full-time,2026-03-05,Indeed,4.0,1565000.0
React Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.2-6.6 LPA,"Django, Python, PostgreSQL, React, REST API","We are looking for a passionate React Developer to join our growing team in Vadodara. You will work with Django, Python, PostgreSQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Part-time,2026-01-22,LinkedIn,1.0,590000.0
Lead Data Scientist,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹9,737/month","Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","Join our dynamic IT team as a Lead Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, scikit-learn, Statistical Analysis. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Internship,2026-02-23,LinkedIn,0.0,116844.0
NLP Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,10+ years,Not Disclosed,"Python, ML Engineer, MLflow, Kubeflow, Feature Store","Seeking a motivated NLP Engineer to strengthen our Vadodara team. Experience with Python, ML Engineer, MLflow is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Artificial Intelligence / Machine Learning,Part-time,2026-02-07,Indeed,10.0,
Penetration Tester,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹6,971/month","SOC Analyst, SIEM, Splunk, Incident Response, Threat Intelligence","We are looking for a passionate Penetration Tester to join our growing team in Vadodara. You will work with SOC Analyst, SIEM, Splunk and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Internship,2026-03-10,Naukri,0.0,83652.0
Data Analyst,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹18,212/month","Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Data Analyst to strengthen our Vadodara team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Internship,2025-12-24,LinkedIn,0.0,218544.0
Oracle ERP Consultant,Siemens IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,27.3-45.0 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","Exciting opportunity for an experienced Oracle ERP Consultant at our Vadodara office. The ideal candidate will have hands-on experience with Salesforce, Apex, Lightning, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2026-01-18,Glassdoor,0.0,3615000.0
System Administrator,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹19,646/month","L2 Support, ITIL, ServiceNow, Incident Management, Linux","Seeking a motivated System Administrator to strengthen our Vadodara team. Experience with L2 Support, ITIL, ServiceNow is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Technical Support / IT Operations,Internship,2026-01-10,LinkedIn,0.0,235752.0
Tableau Developer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.8-9.8 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Exciting opportunity for an experienced Tableau Developer at our Vadodara office. The ideal candidate will have hands-on experience with Power BI, SQL, Excel, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Full-time,2026-01-25,LinkedIn,2.0,830000.0000000001
Data Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Python, ETL, Hadoop, Hive, HDFS, Data Pipeline","Seeking a motivated Data Engineer to strengthen our Vadodara team. Experience with Python, ETL, Hadoop is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Engineering,Contract,2026-03-22,LinkedIn,1.0,
Senior Software Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,10+ years,50.8-52.5 LPA,"Python, Django, REST API, PostgreSQL, Docker","Join our dynamic IT team as a Senior Software Engineer. Responsibilities include designing, developing, and maintaining solutions using Python, Django, REST API. Be part of an innovative team solving real-world problems for enterprise clients.",Software Development,Full-time,2026-02-24,LinkedIn,10.0,5165000.0
Embedded Software Engineer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,27.2-40.3 LPA,"Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","We are hiring a talented Embedded Software Engineer for our Vadodara development centre. You will leverage your expertise in Embedded C, ARM Cortex, RTOS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Embedded Systems / IoT,Full-time,2026-03-23,LinkedIn,0.0,3375000.0
IT Support Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Technical Support, Windows Server, Active Directory, Help Desk","We are looking for a passionate IT Support Engineer to join our growing team in Vadodara. You will work with Technical Support, Windows Server, Active Directory and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Technical Support / IT Operations,Full-time,2026-01-10,Glassdoor,1.0,
AWS Solutions Architect,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹15,098/month","AWS, EC2, S3, Lambda, RDS, CloudFormation","Seeking a motivated AWS Solutions Architect to strengthen our Vadodara team. Experience with AWS, EC2, S3 is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cloud Computing,Internship,2026-01-09,LinkedIn,0.0,181176.0
