job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal
NoSQL Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,3-5 years,11.8-13.2 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Exciting opportunity for an experienced NoSQL Engineer at our Vadodara office. The ideal candidate will have hands-on experience with SQL Server, SSRS, SSIS, excellent communication skills, and a track record of delivering projects on time.",Database Administration,Part-time,2026-01-06,Naukri
Database Administrator,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,7-10 years,28.9-34.2 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","We are hiring a talented Database Administrator for our Vadodara development centre. You will leverage your expertise in MongoDB, Cassandra, Redis to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Database Administration,Full-time,2026-01-14,Glassdoor
Network Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.7-11.2 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Seeking a motivated Network Engineer to strengthen our Vadodara team. Experience with Network Administration, Firewalls, VPN is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Network Engineering,Full-time,2026-02-20,Indeed
Site Reliability Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.2-6.9 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Seeking a motivated Site Reliability Engineer to strengthen our Vadodara team. Experience with GitLab CI, Docker, AWS EKS is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Part-time,2026-03-23,Glassdoor
PHP Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.3-15.0 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Seeking a motivated PHP Developer to strengthen our Vadodara team. Experience with PHP, Laravel, MySQL is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-03-17,Naukri
IoT Developer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","We are looking for a passionate IoT Developer to join our growing team in Vadodara. You will work with FPGA, VHDL, Verilog and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Full-time,2026-01-22,Naukri
Firmware Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹8,053/month","Arduino, Raspberry Pi, IoT, MQTT, Python, C++","We are looking for a passionate Firmware Engineer to join our growing team in Vadodara. You will work with Arduino, Raspberry Pi, IoT and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Internship,2026-01-17,Naukri
QA Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,6.5-11.8 LPA,"Selenium, Python, TestNG, JUnit, Automation Testing","Seeking a motivated QA Engineer to strengthen our Vadodara team. Experience with Selenium, Python, TestNG is mandatory. Participate in sprint planning, code reviews, and technical documentation.",QA / Software Testing,Full-time,2025-12-30,Glassdoor
Junior Data Scientist,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,19.2-26.6 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","We are looking for a passionate Junior Data Scientist to join our growing team in Vadodara. You will work with Python, Data Science, Machine Learning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Part-time,2026-02-08,Naukri
Senior Data Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,10+ years,42.3-52.5 LPA,"Python, ETL, Hadoop, Hive, HDFS, Data Pipeline","We are looking for a passionate Senior Data Engineer to join our growing team in Vadodara. You will work with Python, ETL, Hadoop and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Engineering,Full-time,2025-12-26,Indeed
Embedded Linux Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,233/month","Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","Exciting opportunity for an experienced Embedded Linux Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Embedded C, ARM Cortex, RTOS, excellent communication skills, and a track record of delivering projects on time.",Embedded Systems / IoT,Internship,2026-03-19,Glassdoor
IT Support Engineer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,6.0-6.8 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Exciting opportunity for an experienced IT Support Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Technical Support, Windows Server, Active Directory, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Full-time,2026-02-18,Glassdoor
Salesforce Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,25.8-39.5 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","Join our dynamic IT team as a Salesforce Developer. Responsibilities include designing, developing, and maintaining solutions using Salesforce, Apex, Lightning. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Part-time,2026-01-20,LinkedIn
Flutter Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,4-6 years,15.3-18.9 LPA,"React Native, JavaScript, Redux, Firebase, Expo","Exciting opportunity for an experienced Flutter Developer at our Vadodara office. The ideal candidate will have hands-on experience with React Native, JavaScript, Redux, excellent communication skills, and a track record of delivering projects on time.",Mobile App Development,Full-time,2026-03-21,LinkedIn
Business Analyst,Siemens IT,"Vadodara, Gujarat, India",Vadodara,5-8 years,19.9-24.9 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Exciting opportunity for an experienced Business Analyst at our Vadodara office. The ideal candidate will have hands-on experience with Power BI, SQL, Excel, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Full-time,2025-12-23,LinkedIn
Embedded Linux Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,39.2-58.1 LPA,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Join our dynamic IT team as a Embedded Linux Engineer. Responsibilities include designing, developing, and maintaining solutions using FPGA, VHDL, Verilog. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Full-time,2025-12-25,Naukri
SAP Consultant,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,7-10 years,30.0-42.9 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","We are looking for a passionate SAP Consultant to join our growing team in Vadodara. You will work with Salesforce, Apex, Lightning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Contract,2026-02-16,Indeed
Automation Test Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,4-6 years,16.4-19.8 LPA,"Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","Join our dynamic IT team as a Automation Test Engineer. Responsibilities include designing, developing, and maintaining solutions using Manual Testing, JIRA, Test Cases. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Full-time,2026-02-20,LinkedIn
System Administrator,GE Digital India,"Vadodara, Gujarat, India",Vadodara,2-4 years,7.3-10.1 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","Exciting opportunity for an experienced System Administrator at our Vadodara office. The ideal candidate will have hands-on experience with L2 Support, ITIL, ServiceNow, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Full-time,2026-01-05,LinkedIn
GCP Engineer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.6-7.6 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","Seeking a motivated GCP Engineer to strengthen our Vadodara team. Experience with Azure, Azure DevOps, ARM Templates is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cloud Computing,Full-time,2025-12-28,LinkedIn
Android Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Flutter, Dart, Firebase, REST API, Android, iOS","Exciting opportunity for an experienced Android Developer at our Vadodara office. The ideal candidate will have hands-on experience with Flutter, Dart, Firebase, excellent communication skills, and a track record of delivering projects on time.",Mobile App Development,Full-time,2026-02-02,Glassdoor
Backend Developer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,26.3-44.8 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Join our dynamic IT team as a Backend Developer. Responsibilities include designing, developing, and maintaining solutions using Next.js, React, Node.js. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-01-06,LinkedIn
Automation Test Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹12,721/month","Cypress, JavaScript, Postman, API Testing, JIRA","Seeking a motivated Automation Test Engineer to strengthen our Vadodara team. Experience with Cypress, JavaScript, Postman is mandatory. Participate in sprint planning, code reviews, and technical documentation.",QA / Software Testing,Internship,2025-12-23,Glassdoor
Network Administrator,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Network Administration, Firewalls, VPN, LAN, WAN","We are looking for a passionate Network Administrator to join our growing team in Vadodara. You will work with Network Administration, Firewalls, VPN and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Full-time,2026-02-19,Naukri
Android Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,3-5 years,Not Disclosed,"Flutter, Dart, Firebase, REST API, Android, iOS","We are looking for a passionate Android Developer to join our growing team in Vadodara. You will work with Flutter, Dart, Firebase and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Contract,2026-03-23,LinkedIn
iOS Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,10+ years,47.7-69.0 LPA,"Android, Kotlin, Java, Retrofit, Room, Jetpack","Seeking a motivated iOS Developer to strengthen our Vadodara team. Experience with Android, Kotlin, Java is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Full-time,2026-02-12,Glassdoor
AWS Solutions Architect,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,4-6 years,12.6-18.0 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","Join our dynamic IT team as a AWS Solutions Architect. Responsibilities include designing, developing, and maintaining solutions using AWS, EC2, S3. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-01-19,Naukri
Oracle ERP Consultant,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,7-10 years,25.4-42.0 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA","We are hiring a talented Oracle ERP Consultant for our Vadodara development centre. You will leverage your expertise in SAP ABAP, SAP FICO, SAP SD to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",ERP / Enterprise Systems,Part-time,2025-12-24,Indeed
Software Engineer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"C#, .NET Core, ASP.NET, SQL Server, Angular","Exciting opportunity for an experienced Software Engineer at our Vadodara office. The ideal candidate will have hands-on experience with C#, .NET Core, ASP.NET, excellent communication skills, and a track record of delivering projects on time.",Software Development,Contract,2026-01-20,Naukri
Game Programmer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,4-6 years,16.7-21.1 LPA,"Unity, C#, 3D Modeling, Blender, Shader Programming","Seeking a motivated Game Programmer to strengthen our Vadodara team. Experience with Unity, C#, 3D Modeling is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Game Development,Full-time,2026-03-19,Glassdoor
SDET,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.0-9.7 LPA,"Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","We are hiring a talented SDET for our Vadodara development centre. You will leverage your expertise in Manual Testing, JIRA, Test Cases to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",QA / Software Testing,Full-time,2026-01-25,Naukri
Power BI Developer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹16,365/month","Power BI, SQL, Excel, Python, Data Visualization","Exciting opportunity for an experienced Power BI Developer at our Vadodara office. The ideal candidate will have hands-on experience with Power BI, SQL, Excel, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Internship,2025-12-30,Indeed
iOS Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹6,807/month","Flutter, Dart, Firebase, REST API, Android, iOS","Join our dynamic IT team as a iOS Developer. Responsibilities include designing, developing, and maintaining solutions using Flutter, Dart, Firebase. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Internship,2026-03-03,Indeed
SAP ABAP Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,190/month","SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are looking for a passionate SAP ABAP Developer to join our growing team in Vadodara. You will work with SAP Basis, SAP Hana, SAP BW and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Internship,2026-01-19,Indeed
Network Administrator,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,10+ years,42.3-65.8 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Exciting opportunity for an experienced Network Administrator at our Vadodara office. The ideal candidate will have hands-on experience with Cisco, CCNA, Routing, excellent communication skills, and a track record of delivering projects on time.",Network Engineering,Full-time,2026-03-01,Indeed
UX Designer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Adobe Illustrator, Figma, Motion Design, Design Systems","We are hiring a talented UX Designer for our Vadodara development centre. You will leverage your expertise in Adobe Illustrator, Figma, Motion Design to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",UI / UX Design,Contract,2026-02-28,LinkedIn
CI/CD Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,35.0-57.2 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Seeking a motivated CI/CD Engineer to strengthen our Vadodara team. Experience with CI/CD, GitHub Actions, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Contract,2026-01-26,Indeed
GCP Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.8-13.9 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","We are looking for a passionate GCP Engineer to join our growing team in Vadodara. You will work with AWS, EC2, S3 and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cloud Computing,Full-time,2026-01-05,Indeed
Embedded Linux Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹19,415/month","FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Exciting opportunity for an experienced Embedded Linux Engineer at our Vadodara office. The ideal candidate will have hands-on experience with FPGA, VHDL, Verilog, excellent communication skills, and a track record of delivering projects on time.",Embedded Systems / IoT,Internship,2026-03-02,Naukri
Junior Data Scientist,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,5-8 years,16.3-28.7 LPA,"Python, R, Statistics, Pandas, NumPy, Matplotlib","Join our dynamic IT team as a Junior Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, R, Statistics. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Full-time,2026-02-06,Glassdoor
System Administrator,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.5-7.4 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented System Administrator for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Full-time,2025-12-28,Naukri
Backend Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,10+ years,40.0-62.8 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","We are looking for a passionate Backend Developer to join our growing team in Vadodara. You will work with Next.js, React, Node.js and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-03-22,Glassdoor
Oracle DBA,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,4-6 years,Not Disclosed,"MongoDB, Cassandra, Redis, NoSQL, Database Design","Seeking a motivated Oracle DBA to strengthen our Vadodara team. Experience with MongoDB, Cassandra, Redis is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Full-time,2026-03-13,Naukri
DevOps Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,7-10 years,24.7-37.8 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are looking for a passionate DevOps Engineer to join our growing team in Vadodara. You will work with GitLab CI, Docker, AWS EKS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",DevOps,Full-time,2026-01-12,Glassdoor
Angular Developer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,Not Disclosed,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Seeking a motivated Angular Developer to strengthen our Vadodara team. Experience with PHP, Laravel, MySQL is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Contract,2025-12-24,Glassdoor
PHP Developer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,25.9-38.3 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","Exciting opportunity for an experienced PHP Developer at our Vadodara office. The ideal candidate will have hands-on experience with Vue.js, Laravel, PHP, excellent communication skills, and a track record of delivering projects on time.",Web Development,Full-time,2026-02-27,LinkedIn
Power BI Developer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹5,638/month","Tableau, SQL, Python, Google Analytics, Looker","We are hiring a talented Power BI Developer for our Vadodara development centre. You will leverage your expertise in Tableau, SQL, Python to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Internship,2026-01-05,Naukri
IT Support Engineer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Technical Support, Windows Server, Active Directory, Help Desk","Join our dynamic IT team as a IT Support Engineer. Responsibilities include designing, developing, and maintaining solutions using Technical Support, Windows Server, Active Directory. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Contract,2026-03-05,Naukri
Platform Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,5-8 years,19.9-25.4 LPA,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible","Join our dynamic IT team as a Platform Engineer. Responsibilities include designing, developing, and maintaining solutions using Docker, Kubernetes, Jenkins. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Contract,2026-02-21,Indeed
Software Engineer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"Java, Spring Boot, Microservices, REST API, MySQL","We are hiring a talented Software Engineer for our Vadodara development centre. You will leverage your expertise in Java, Spring Boot, Microservices to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Full-time,2026-03-21,Naukri
Oracle ERP Consultant,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,10+ years,47.4-57.7 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Join our dynamic IT team as a Oracle ERP Consultant. Responsibilities include designing, developing, and maintaining solutions using SAP Basis, SAP Hana, SAP BW. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Full-time,2026-03-16,Glassdoor
Senior Data Scientist,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹9,339/month","Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","We are looking for a passionate Senior Data Scientist to join our growing team in Vadodara. You will work with Python, scikit-learn, Statistical Analysis and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Internship,2026-03-14,Naukri
Infrastructure Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹17,058/month","CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","We are hiring a talented Infrastructure Engineer for our Vadodara development centre. You will leverage your expertise in CI/CD, GitHub Actions, Docker to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Internship,2026-01-30,Indeed
Software Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,5-8 years,17.6-23.1 LPA,"Python, Django, REST API, PostgreSQL, Docker","Join our dynamic IT team as a Software Developer. Responsibilities include designing, developing, and maintaining solutions using Python, Django, REST API. Be part of an innovative team solving real-world problems for enterprise clients.",Software Development,Full-time,2026-03-14,Glassdoor
Azure Cloud Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,16.0-29.3 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","We are hiring a talented Azure Cloud Engineer for our Vadodara development centre. You will leverage your expertise in AWS, EC2, S3 to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cloud Computing,Contract,2026-03-17,Glassdoor
Frontend Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹11,509/month","Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Exciting opportunity for an experienced Frontend Developer at our Vadodara office. The ideal candidate will have hands-on experience with Next.js, React, Node.js, excellent communication skills, and a track record of delivering projects on time.",Web Development,Internship,2026-03-22,Glassdoor
Full Stack Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are looking for a passionate Full Stack Developer to join our growing team in Vadodara. You will work with PHP, Laravel, MySQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-02-24,Glassdoor
Tableau Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.7-3.9 LPA,"Power BI, SQL, Excel, Python, Data Visualization","We are looking for a passionate Tableau Developer to join our growing team in Vadodara. You will work with Power BI, SQL, Excel and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Part-time,2026-02-08,LinkedIn
Senior Software Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,18.6-29.0 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","Seeking a motivated Senior Software Engineer to strengthen our Vadodara team. Experience with Go, Microservices, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Part-time,2026-02-28,Glassdoor
UI Designer,Oracle Vadodara,"Vadodara, Gujarat, India",Vadodara,7-10 years,26.0-42.9 LPA,"Figma, Adobe XD, Sketch, Prototyping, Wireframing","We are hiring a talented UI Designer for our Vadodara development centre. You will leverage your expertise in Figma, Adobe XD, Sketch to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",UI / UX Design,Full-time,2026-02-14,Naukri
SDET,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.2-11.9 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","Join our dynamic IT team as a SDET. Responsibilities include designing, developing, and maintaining solutions using Appium, Mobile Testing, Java. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Full-time,2026-02-15,Naukri
AI Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.2-7.1 LPA,"Python, NLP, BERT, GPT, Text Classification, spaCy","Seeking a motivated AI Engineer to strengthen our Vadodara team. Experience with Python, NLP, BERT is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Artificial Intelligence / Machine Learning,Part-time,2026-01-02,Naukri
React Developer,Persistent Systems Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹7,353/month","Vue.js, Laravel, PHP, MySQL, REST API, Docker","We are hiring a talented React Developer for our Vadodara development centre. You will leverage your expertise in Vue.js, Laravel, PHP to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Internship,2026-03-02,Indeed
BI Developer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,10+ years,47.2-59.1 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Join our dynamic IT team as a BI Developer. Responsibilities include designing, developing, and maintaining solutions using Power BI, SQL, Excel. Be part of an innovative team solving real-world problems for enterprise clients.",Data Analytics,Full-time,2026-01-30,Glassdoor
Embedded Linux Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹9,444/month","Embedded C, ARM Cortex, RTOS, Linux, Device Drivers","We are looking for a passionate Embedded Linux Engineer to join our growing team in Vadodara. You will work with Embedded C, ARM Cortex, RTOS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Internship,2026-01-01,Naukri
Software Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Go, Microservices, Docker, PostgreSQL, gRPC","We are looking for a passionate Software Developer to join our growing team in Vadodara. You will work with Go, Microservices, Docker and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Full-time,2026-02-26,LinkedIn
QA Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹9,740/month","Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","We are looking for a passionate QA Engineer to join our growing team in Vadodara. You will work with Manual Testing, JIRA, Test Cases and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Internship,2026-03-17,Glassdoor
Django Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,5-8 years,18.1-24.5 LPA,"Django, Python, PostgreSQL, React, REST API","Join our dynamic IT team as a Django Developer. Responsibilities include designing, developing, and maintaining solutions using Django, Python, PostgreSQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-02-12,LinkedIn
CCNA Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,24.5-41.3 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Join our dynamic IT team as a CCNA Engineer. Responsibilities include designing, developing, and maintaining solutions using Cisco, CCNA, Routing. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Part-time,2026-01-23,Indeed
BI Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.3-7.1 LPA,"Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated BI Developer to strengthen our Vadodara team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Part-time,2026-02-13,Naukri
SOC Analyst,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹13,305/month","SOC Analyst, SIEM, Splunk, Incident Response, Threat Intelligence","We are looking for a passionate SOC Analyst to join our growing team in Vadodara. You will work with SOC Analyst, SIEM, Splunk and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Internship,2026-02-27,Indeed
Lead Data Scientist,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,10+ years,41.5-60.7 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","We are looking for a passionate Lead Data Scientist to join our growing team in Vadodara. You will work with Python, Data Science, Machine Learning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Contract,2026-02-20,Glassdoor
